id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label,province_fixed,province_names,is_noise,noise_reasons
article_3491,https://baomoi.com/ra-mat-benelli-tnt-125-thiet-ke-cuc-chay-chi-66-trieu-c52570720.epi,Ra mắt Benelli TNT 125 - thiết kế cực 'cháy' chỉ 66 triệu,Thương hiệu xe máy Benelli mới đây đã đưa tới bản cập nhật năm 2025 cho mẫu minibike TNT 125 tại thị trường Nhật Bản.,Xe & Vận tải,2025-06-23T03:53:00.000Z,Báo Mới,data/images/article_3491_image.png,non-clickbait,False,,False,
article_0890,https://tuoitre.vn/nhung-kich-ban-kinh-te-sau-khi-my-tan-cong-iran-20250622105241101.htm,Những kịch bản kinh tế sau khi Mỹ tấn công Iran,"Các nhà đầu tư chuẩn bị cho giá dầu tăng vọt, đổ xô vào các tài sản an toàn sau khi Mỹ ném bom vào ba cơ sở hạt nhân của Iran.",Kinh doanh & Kinh tế,2025-06-22T21:52:11+07:00,Tuổi Trẻ,data/images/article_0890_image.png,non-clickbait,False,,False,
article_0807,https://baomoi.com/va-cham-voi-xe-dau-keo-4-chau-nho-di-chung-tren-1-xe-dap-dien-thuong-vong-c52572119.epi,"Va chạm với xe đầu kéo, 4 cháu nhỏ đi chung trên 1 xe đạp điện thương vong","Một vụ tai nạn giữa xe đạp điện và xe đầu kéo vừa xảy ra tại Đắk Lắk khiến 2 cháu nhỏ tử vong tại chỗ, 2 cháu khác bị thương đang cấp cứu tại bệnh viện.",Other,2025-06-23T06:13:00.000Z,Báo Mới,data/images/article_0807_image.png,non-clickbait,False,,False,
article_0568,https://vnexpress.net/de-xuat-loat-uu-dai-de-tu-nhan-cung-nha-nuoc-phat-trien-khoa-hoc-cong-nghe-4904614.html,Đề xuất loạt ưu đãi để tư nhân cùng Nhà nước phát triển khoa học công nghệ,"Bộ Tài chính đề xuất nhiều cơ chế, chính sách vượt trội về hợp tác công tư trong khoa học công nghệ, đổi mới sáng tạo và chuyển đổi số.",Kinh doanh & Kinh tế,2025-06-22T15:03:00+07:00,VnExpress,data/images/article_0568_image.png,non-clickbait,False,,False,
article_1825,https://thanhnien.vn/thi-tot-nghiep-thpt-2025-tu-4-mon-co-bao-nhieu-to-hop-xet-tuyen-dh-cd-185250618131931882.htm,"Thi tốt nghiệp THPT 2025: Từ 4 môn, có bao nhiêu tổ hợp xét tuyển ĐH, CĐ?","Thí sinh dự thi tốt nghiệp THPT năm 2025 với 4 môn thi bao gồm 2 môn bắt buộc là toán, ngữ văn và 2 môn tự chọn trong số các môn đã học trong chương trình lớp 12. Từ quy định này, thống kê có 36 tổ hợp môn thi tốt nghiệp và hơn 100 tổ hợp xét tuyển vào ĐH.",Giáo dục & Học đường,2025-06-18T18:50:00+07:00,Thanh Niên,data/images/article_1825_image.png,non-clickbait,False,,False,
article_2504,https://vnexpress.net/sinh-vien-4-nganh-cua-dai-hoc-quy-nhon-duoc-vay-hoc-phi-khong-lai-suat-4904111.html,Sinh viên 4 ngành của Đại học Quy Nhơn được vay học phí không lãi suất,"Sinh viên 4 ngành kỹ thuật ở trường Đại học Quy Nhơn được hỗ trợ vay tiền với lãi suất 0%, trả lại học phí nếu họ ở lại làm việc ít nhất ba năm sau tốt nghiệp.",Other,2025-06-21T13:30:00+07:00,VnExpress,data/images/article_2504_image.png,non-clickbait,False,,False,
article_1951,https://baomoi.com/carlos-alcaraz-gianh-danh-hieu-atp-thu-21-c52571409.epi,Carlos Alcaraz giành danh hiệu ATP thứ 21 - Chuyên trang Pháp Luật & Xã Hội,Tay vợt số hai thế giới Carlos Alcaraz tiếp tục phong độ chói sáng khi đánh bại Jiri Lehecka với tỷ số 2-1 trong trận chung kết Queen's Club Championships 2025 diễn ra tại London.,Other,2025-06-23T04:57:00.000Z,Báo Mới,data/images/article_1951_image.png,non-clickbait,False,,False,
article_2510,https://vnexpress.net/tp-hcm-cong-bo-diem-thi-lop-10-sang-23-6-4904290.html,TP HCM công bố điểm thi lớp 10 sáng 23/6,"TP HCM: Thí sinh có thể tra cứu điểm thi vào lớp 10 công lập (đại trà), vào sáng 23/6, biết điểm chuẩn sau đó ba ngày.",Other,2025-06-20T16:34:00+07:00,VnExpress,data/images/article_2510_image.png,non-clickbait,True,TP HCM,False,
article_3122,https://thanhnien.vn/ket-qua-khao-sat-gay-soc-truoc-gio-g-cua-windows-10-18525061810573944.htm,Kết quả khảo sát gây 'sốc' trước giờ G của Windows 10,Nhiều người dùng đang tin rằng PC của họ có tới 1 TB bộ nhớ RAM và sẵn sàng 'lên đời' Windows 11.,Other,2025-06-20T21:25:00+07:00,Thanh Niên,data/images/article_3122_image.png,clickbait,False,,False,
article_2962,https://www.24h.com.vn/bi-quyet-lam-dep/chuyen-gia-trang-diem-diep-bui-chon-nga-re-moi-de-viet-tiep-uoc-mo-c673a1674001.html,Chuyên gia trang điểm Diệp Bùi chọn ngã rẽ mới để viết tiếp ước mơ,"Chuyên gia trang điểm Diệp Bùi, tên thật là Bùi Ngọc Diệp, là một trong những gương mặt sáng giá trong ngành làm đẹp tại Việt Nam. Sau nhiều năm hoạt động sôi nổi tại các thành phố lớn như Đà Nẵng và TP.HCM, Diệp Bùi tiếp tục chọn cho mình một hướng đi mới nhằm mở rộng tầm nhìn và thử sức trong môi trường đa dạng hơn.",Other,2025-06-19T15:30:00+07:00,24h,data/images/article_2962_image.png,clickbait,False,,False,
article_0769,https://baomoi.com/thuc-day-chuyen-doi-so-trong-sap-xep-to-chuc-bo-may-cua-he-thong-chinh-tri-c52572508.epi,Thúc đẩy chuyển đổi số trong sắp xếp tổ chức bộ máy của hệ thống chính trị,"Sáng nay (23/6), Ban chỉ đạo Trung ương về phát triển khoa học, công nghệ, đổi mới sáng tạo và chuyển đổi số (BCĐ) tổ chức hội nghị trực tuyến quán triệt triển khai Kế hoạch số 02 ngày 19/6/2025 của BCĐ về việc thúc đẩy chuyển đổi số liên thông, đồng bộ, nhanh, hiệu quả đáp ứng yêu cầu sắp xếp tổ chức bộ máy của hệ thống chính trị.",Tin tức tổng hợp,2025-06-23T07:07:00.000Z,Báo Mới,data/images/article_0769_image.png,non-clickbait,False,,False,
article_1897,https://www.24h.com.vn/the-thao/nong-nhat-the-thao-sang-23-6-kyrgios-cay-cu-vi-khong-duoc-moi-binh-luan-wimbledon-c101a1674840.html,Nóng nhất thể thao chiều 23/6: Oklahoma City Thunder giành chức vô địch NBA đầu tiên,(Tin thể thao) Oklahoma City Thunder lần đầu tiên vô địch NBA sau khi đánh bại Indiana Pacers trong loạt trận chung kết kéo dài 7 trận.,Thể thao,2025-06-23T00:01:00+07:00,24h,data/images/article_1897_image.png,non-clickbait,False,,False,
article_0081,https://thanhnien.vn/chu-tich-nuoc-hoan-thien-co-che-de-nguoi-lam-bao-song-duoc-bang-nghe-185250620153031417.htm,Chủ tịch nước: Hoàn thiện cơ chế để người làm báo sống được bằng nghề,"Sáng 20.6, tại Phủ Chủ tịch, Chủ tịch nước Lương Cường đã có buổi gặp mặt tuyên dương những người làm báo tiêu biểu toàn quốc, nhân kỷ niệm 100 năm Ngày Báo chí cách mạng Việt Nam (21.6.1925 - 21.6.2025).",Chính trị & An ninh,2025-06-20T16:02:00+07:00,Thanh Niên,data/images/article_0081_image.png,non-clickbait,False,,False,
article_1783,https://thanhnien.vn/ielts-toefl-hay-toeic-chung-chi-tieng-anh-nao-phu-hop-voi-ban-185250621052603686.htm,"IELTS, TOEFL hay TOEIC: Chứng chỉ tiếng Anh nào phù hợp với bạn?","Thạc sĩ Huỳnh Phước Hải - giảng viên khoa Ngoại ngữ, Trường ĐH Ngoại ngữ - Tin học TP.HCM đã chia sẻ về đặc điểm của các chứng chỉ tiếng Anh quốc tế và định hướng chọn các chứng chỉ tiếng Anh phù hợp theo mục tiêu của từng thí sinh.",Giáo dục & Học đường,2025-06-22T19:00:00+07:00,Thanh Niên,data/images/article_1783_image.png,non-clickbait,False,,False,
article_1125,https://vnexpress.net/dieu-chinh-quy-hoach-izumi-city-tao-luc-day-kinh-doanh-cho-nam-long-4903708.html,Điều chỉnh quy hoạch Izumi City tạo lực đẩy kinh doanh cho Nam Long,"Khu đô thị Waterfront (Izumi City) vừa được UBND TP Biên Hòa phê duyệt điều chỉnh cục bộ quy hoạch tỷ lệ 1/500, tạo đà triển khai các phân khu tiếp theo nửa cuối năm.",Other,2025-06-20T17:00:00+07:00,VnExpress,data/images/article_1125_image.png,non-clickbait,False,,False,
article_2699,https://www.24h.com.vn/thoi-trang/doublet-to-chuc-le-hoi-anime-nhat-ban-cho-ss25-c78a1579871.html,Doublet tổ chức Lễ hội Anime Nhật Bản cho SS25,"Masayuki Ino khép lại Tuần lễ thời trang Paris bằng sàn diễn giăng biểu ngữ, quầy bán takoyaki nóng hổi và những thiết kế đặc trưng của ông.",Other,2024-06-29T07:18:32+07:00,24h,data/images/article_2699_image.png,non-clickbait,False,,False,
article_0345,https://thanhnien.vn/csgt-vua-sat-hach-vua-cap-doi-gplx-nguoi-dan-duoc-loi-gi-185250622200347861.htm,CSGT vừa sát hạch vừa cấp đổi GPLX: Người dân được lợi gì?,"Việc chuyển giao công tác sát hạch, cấp, đổi giấy phép lái xe (GPLX) sang Bộ Công an quản lý được Cục CSGT đánh giá mang lại nhiều thuận lợi trong công tác quản lý thống nhất dữ liệu và lợi ích cho người dân.",Tin tức tổng hợp,2025-06-23T05:42:00+07:00,Thanh Niên,data/images/article_0345_image.png,non-clickbait,False,,False,
article_0958,https://vietnamnet.vn/bang-xep-hang-v-league-2024-25-vong-26-moi-nhat-2413889.html,Bảng xếp hạng V-League 2024/25 chung cuộc,"Bảng xếp hạng bóng đá V-League 1 2024/25 - Cập nhật bảng xếp hạng giải vô địch quốc gia LPBank V-League mùa giải 2024/25, đầy đủ và chính xác.",Thể thao,"Chủ Nhật, 22/06/2025 - 17:54",VietNamNet,data/images/article_0958_image.png,non-clickbait,False,,False,
article_2210,https://baomoi.com/a-quan-tieng-hat-viet-toan-cau-duc-thoa-mong-gop-giong-hat-lan-toa-hinh-anh-dat-nuoc-c52571850.epi,Á quân Tiếng hát Việt toàn cầu Đức Thoa: Mong góp giọng hát lan tỏa hình ảnh đất nước,"Sau hơn một năm giành ngôi Á quân 1 cuộc thi Tiếng hát Việt toàn cầu 2023, vừa qua, ca sĩ Cát Tiên quyết định dùng tên khai sinh của mình là Đức Thoa để định danh lại con đường nghệ thuật, đồng thời ra mắt album vol.1 với tên gọi 'Nốt mưa'.",Other,2025-06-23T05:18:00.000Z,Báo Mới,data/images/article_2210_image.png,non-clickbait,False,,False,
article_0965,https://vietnamnet.vn/ket-qua-bong-da-inter-milan-vs-urawa-red-fifa-club-world-cup-2025-hom-nay-2413786.html,"Lautaro Martinez ghi tuyệt phẩm, Inter Milan thắng nhọc đội bóng châu Á","Lautaro Martinez ghi bàn đẹp mắt, Inter Milan lội ngược dòng đánh bại Urawa Red Diamonds ở những phút bù giờ. Đây là trận thắng đầu tiên của á quân UEFA Champions League tại FIFA Club World Cup 2025.",Thể thao,"Chủ Nhật, 22/06/2025 - 07:53",VietNamNet,data/images/article_0965_image.png,non-clickbait,False,,False,
article_2133,https://www.saostar.vn/sao-hoc-duong/nam-sinh-xin-hai-xoai-qua-camera-chu-nha-xem-duoc-phen-cuoi-ngat-202506181459042355.html,"Video: Nam sinh xin quả xoài qua camera, chủ nhà xem lại được phen cười ngất","Chỉ với vài câu nói lễ phép trước camera, nam sinh này không chỉ xin được xoài nhà dân mà còn khiến dân mạng “lụi tim” vì sự dễ thương và chân thành.",Giáo dục & Học đường,2025-06-18T14:59:04.586+07:00,SaoStar,data/images/article_2133_image.png,non-clickbait,False,,False,
article_3271,https://baomoi.com/thoat-chet-trong-gang-tac-sau-khi-nhoi-mau-co-tim-cap-c52573507.epi,Thoát chết trong gang tấc sau khi nhồi máu cơ tim cấp,"Trên đường đi làm, người đàn ông 43 tuổi bất ngờ cảm thấy đau thắt ngực trái, lan ra tay trái, khó thở và toát mồ hôi.",Other,2025-06-23T08:59:37.000Z,Báo Mới,data/images/article_3271_image.png,non-clickbait,False,,False,
article_2873,https://thanhnien.vn/truong-dh-vh-tt-dl-thanh-hoa-dang-quang-185250330215156631.htm,Trường ĐH VH-TT-DL Thanh Hóa đăng quang,"Vượt qua đội Trường ĐH Lào với tỷ số 2-1 ở chung kết diễn ra hôm qua 30.3 trên sân Trường ĐH Tôn Đức Thắng (TP.HCM), đội Trường ĐH VH-TT-DL Thanh Hóa lên ngôi vô địch giải bóng đá Thanh Niên sinh viên quốc tế 2025 - cúp THACO.",Other,2025-03-31T04:42:00+07:00,Thanh Niên,data/images/article_2873_image.png,non-clickbait,False,,False,
article_3506,https://baomoi.com/suv-dien-bmw-ix5-ban-hieu-nang-cao-chay-thu-tren-duong-c52569031.epi,SUV điện BMW iX5 bản hiệu năng cao chạy thử trên đường,Mẫu xe thử nghiệm của BMW iX5 M70 nhiều khả năng sẽ còn nhiều thay đổi được áp dụng trong tương lai.,Xe & Vận tải,2025-06-23T00:31:06.000Z,Báo Mới,data/images/article_3506_image.png,non-clickbait,False,,False,
article_3789,https://www.24h.com.vn/giao-duc-du-hoc/dh-khoa-hoc-tu-nhien-tphcm-lan-dau-quy-doi-chung-chi-ngoai-ngu-c216a1674560.html,ĐH Khoa học Tự nhiên TPHCM lần đầu quy đổi chứng chỉ ngoại ngữ,Trường Đại học Khoa học tự nhiên (ĐH Quốc gia TPHCM) lần đầu tiên quy đổi chứng chỉ ngoại ngữ TOEFL iBT và IELTS cho thí sinh xét tuyển vào trường bằng kết quả kỳ thi tốt nghiệp THPT 2025.,Giáo dục & Học đường,2025-06-21T12:00:00+07:00,24h,data/images/article_3789_image.png,non-clickbait,False,,False,
article_1884,https://www.saostar.vn/song-khoe/5-thoi-quen-buoi-sang-am-tham-gay-hai-gan-khong-kem-gi-ruou-bia-202506031402093656.html,5 thói quen buổi sáng âm thầm gây hại gan không kém gì rượu bia,Gan là cơ quan quan trọng đảm nhiệm chức năng giải độc và duy trì cân bằng nội môi. Một số thói quen buổi sáng có thể làm hại gan.,Sức khỏe & Đời sống,2025-06-03T14:17:02.608+07:00,SaoStar,data/images/article_1884_image.png,clickbait,False,,False,
article_2819,https://tuoitre.vn/tham-phan-chan-lenh-cam-harvard-tuyen-sinh-quoc-te-cua-ong-trump-20250530132249.htm,Thẩm phán chặn lệnh cấm Harvard tuyển sinh quốc tế của ông Trump,"Ngày 29-5, thẩm phán Burroughs tuyên bố tiếp tục đình chỉ hiệu lực của quy định từ chính quyền ông Trump về việc cấm Harvard tuyển sinh quốc tế.",Giáo dục & Học đường,2025-05-30T14:08:40+07:00,Tuổi Trẻ,data/images/article_2819_image.png,non-clickbait,False,,False,
article_2139,https://www.24h.com.vn/cong-nghe-thong-tin/kham-pha-trang-thai-thu-ba-giua-su-song-va-cai-chet-c55a1673428.html,"Khám phá ""trạng thái thứ ba” giữa sự sống và cái chết",Nhiều người trong chúng ta có quan niệm rằng sự sống và cái chết thường được xem như hai mặt của một đồng xu.,Công nghệ & Khoa học,2025-06-23T10:00:00+07:00,24h,data/images/article_2139_image.png,clickbait,False,,False,
article_1483,https://thanhnien.vn/tien-phong-chuyen-doi-so-huong-den-mo-hinh-benh-vien-thong-minh-185250621084157546.htm,"Tiên phong chuyển đổi số, hướng đến mô hình bệnh viện thông minh","Bệnh viện đa khoa Thái Hòa tiên phong trong chuyển đổi số như ứng dụng trí tuệ nhân tạo, bệnh án điện tử và bệnh viện thông minh.",Sức khỏe & Đời sống,2025-06-21T10:06:00+07:00,Thanh Niên,data/images/article_1483_image.png,non-clickbait,False,,False,
article_1281,https://www.saostar.vn/dien-anh/dinh-tu-bat-ngo-chot-don-quy-goi-cau-hon-danh-tinh-co-dau-gay-chu-y-202506192137289095.html,"Đình Tú bất ngờ 'chốt đơn' quỳ gối cầu hôn, danh tính cô dâu gây chú ý","Nam diễn viên Đình Tú gây bất ngờ khi công khai cầu hôn bạn gái Nguyễn Hoàng Ngọc Huyền, khép lại tin đồn hẹn hò bằng khoảnh khắc lãng mạn quỳ gối trao nhẫn",Giải trí & Showbiz,2025-06-19T21:37:30.075+07:00,SaoStar,data/images/article_1281_image.png,clickbait,False,,False,
article_3185,https://www.24h.com.vn/giai-tri/gia-ve-show-co-g-dragon-giam-sau-phe-ve-e-khach-c731a1674653.html,"Giá vé show có G-Dragon giảm sâu, phe vé ế khách","Sát giờ diễn ra đại nhạc hội K-Star Spark in Vietnam 2025 - Presented by VPBank, giá vé giảm sâu. Phe vé xả vé với giá lỗ nhưng vẫn ế khách. Đêm nhạc có sự tham gia của G-Dragon, CL, nhóm nhạc Tempest, DPR IAN, triple S...",Giải trí & Showbiz,2025-06-21T20:52:00+07:00,24h,data/images/article_3185_image.png,non-clickbait,False,,False,
article_3315,https://vnexpress.net/du-lich-team-building-he-soi-dong-4903438.html,Du lịch team building hè sôi động,"Team building hè năm nay sôi động, giá 1,5-5 triệu đồng với chuyến đi trong nước nhưng cũng có công ty sẵn sàng cho nhân viên đi châu Âu.",Other,2025-06-19T13:51:00+07:00,VnExpress,data/images/article_3315_image.png,non-clickbait,False,,False,
article_1789,https://thanhnien.vn/phu-huynh-noi-gi-khi-dang-bai-to-truong-bien-thu-tien-sach-giao-khoa-185250616225821062.htm,Phụ huynh nói gì khi đăng bài tố trường 'biển thủ' tiền sách giáo khoa?,"Hơn 1 năm sau khi đóng tiền mua sách giáo khoa cho con, kiểm tra thì phát hiện con không được nhận đủ số sách đã đăng ký, nhiều phụ huynh có con theo học tại Trường tiểu học TT.Xuân Mai A H.Chương Mỹ, Hà Nội bức xúc, đăng bài tố nhà trường.",Giáo dục & Học đường,2025-06-17T05:00:00+07:00,Thanh Niên,data/images/article_1789_image.png,clickbait,False,,False,
article_3446,https://www.24h.com.vn/the-gioi-xe/mua-chuyen-cap-phu-huynh-tho-phao-voi-chi-phi-hoi-tu-xe-dien-osakar-c676a1673469.html,"Mùa chuyển cấp: Phụ huynh thở phào với chi phí ""hời"" từ xe điện OSAKAR","Mùa chuyển cấp luôn đi kèm với nhiều nỗi lo về chi phí, đặc biệt là mua sắm phương tiện di chuyển an toàn và tiện lợi cho con. Giữa bối cảnh giá xăng liên tục tăng cao, xe điện OSAKAR nổi lên như một giải pháp “cứu cánh“ kịp thời và hiệu quả.",Other,2025-06-17T16:50:00+07:00,24h,data/images/article_3446_image.png,clickbait,False,,False,
article_1334,https://baomoi.com/cac-nuoc-do-xo-mua-vang-sau-khi-my-khong-kich-iran-c52572837.epi,Các nước đổ xô mua vàng sau khi Mỹ không kích Iran,Căng thẳng địa chính trị leo thang đang làm rung chuyển thị trường tài chính và thúc đẩy làn sóng mua vàng trú ẩn của nhiều quốc gia.,Other,2025-06-23T07:56:49.000Z,Báo Mới,data/images/article_1334_image.png,non-clickbait,False,,False,
article_0850,https://vnexpress.net/robot-tu-dong-in-3d-dau-tien-tren-the-gioi-4903960.html,Robot tự động in 3D đầu tiên trên thế giới,"Một nhóm nhà nghiên cứu chế tạo robot với thân, bánh xe và vành đều in 3D từ vật liệu tái chế, chế tạo chắc chắn với polymer gia cố để chịu địa hình khắc nghiệt.",Công nghệ & Khoa học,2025-06-20T19:00:00+07:00,VnExpress,data/images/article_0850_image.png,non-clickbait,False,,False,
article_1874,https://www.saostar.vn/song-khoe/dien-vien-ngan-hoa-mac-suy-than-giai-doan-cuoi-can-benh-dang-bao-dong-202506071158294737.html,Diễn viên Ngân Hòa mắc suy thận giai đoạn cuối ở tuổi 29: Căn bệnh đáng báo động ở giới trẻ,"Câu chuyện của diễn viên Ngân Hòa không chỉ là nỗi đau cá nhân mà còn là lời cảnh báo về căn bệnh suy thận mạn tính, đang ngày càng phổ biến ở người trẻ.",Sức khỏe & Đời sống,2025-06-07T11:58:30.384+07:00,SaoStar,data/images/article_1874_image.png,non-clickbait,False,,False,
article_0573,https://vnexpress.net/nam-a-bank-dong-hanh-cung-miss-cosmo-viet-nam-2025-4904811.html,Nam A Bank đồng hành cùng Miss Cosmo Việt Nam 2025,"Nam A Bank đóng vai trò là ngân hàng chính thức của cuộc thi, trao tặng các giải thưởng giá trị đến các thí sinh.",Kinh doanh & Kinh tế,2025-06-22T20:30:00+07:00,VnExpress,data/images/article_0573_image.png,non-clickbait,False,,False,
article_2503,https://vnexpress.net/20-dai-hoc-my-nhan-nhieu-sinh-vien-quoc-te-nhat-4903390.html,20 đại học Mỹ nhận nhiều sinh viên quốc tế nhất,"MỹHơn 20 đại học ở Mỹ nhận trên 10.000 sinh viên quốc tế vào năm ngoái, dẫn đầu là Đại học New York - khoảng 25.600 người.",Other,2025-06-21T13:59:00+07:00,VnExpress,data/images/article_2503_image.png,non-clickbait,False,,False,
article_2042,https://thanhnien.vn/phim-truong-mongo-land-diem-du-lich-ngan-goc-song-ao-185250621155708141.htm,Phim trường Mongo Land điểm du lịch ‘ngàn góc sống ảo’,Phim trường Mongo Land Đà Lạt là điểm đến được săn lùng nhiệt tình vì có không gian thảo nguyên xanh bình yên và 'ngàn góc sống ảo'.,Du lịch & Ẩm thực,2025-06-21T15:57:00+07:00,Thanh Niên,data/images/article_2042_image.png,non-clickbait,False,,False,
article_2744,https://baomoi.com/pvcfc-dat-2-giai-thuong-tai-industrie-4-0-awards-2025-c52572477.epi,PVCFC đạt 2 giải thưởng tại Industrie 4.0 Awards 2025,"Ngày 22/6, Công ty Cổ phần Phân bón Dầu khí Cà Mau (PVCFC) được vinh danh tại Industrie 4.0 Awards 2025 với hai hạng mục danh giá: Top Doanh nghiệp Công nghiệp 4.0 và Top tổ chức/doanh nghiệp Khoa học công nghệ & Đổi mới sáng tạo.",Công nghệ & Khoa học,2025-06-23T06:58:00.000Z,Báo Mới,data/images/article_2744_image.png,non-clickbait,False,,False,
article_0592,https://vnexpress.net/tap-doan-hp-muon-mo-rong-chuoi-cung-ung-o-viet-nam-4904278.html,Tập đoàn HP muốn mở rộng chuỗi cung ứng ở Việt Nam,"HP - tập đoàn chuyên sản xuất máy tính, máy in của Mỹ - muốn mở rộng chuỗi cung ứng tại Việt Nam, với giá trị xuất khẩu hàng năm 2-3 tỷ USD.",Kinh doanh & Kinh tế,2025-06-20T16:26:00+07:00,VnExpress,data/images/article_0592_image.png,non-clickbait,False,,False,
article_1555,https://www.saostar.vn/sao-sport/dang-khen-cho-cong-phuong-202506211751439056.html,Đáng khen cho Công Phượng,Công Phượng đã có hành động đẹp khi không thực hiện pha đá phạt đền trước Long An,Thể thao,2025-06-21T17:54:33.121+07:00,SaoStar,data/images/article_1555_image.png,non-clickbait,False,,False,
article_2328,https://thanhnien.vn/lam-gi-de-nguoi-dan-dbscl-thoat-ngheo-1851527793.htm,Làm gì để người dân ĐBSCL thoát nghèo?,"ĐBSCL đang đối mặt với 3 thách thức ảnh hưởng không nhỏ đến tốc độ phát triển kinh tế vùng: các đập thủy điện ở thượng nguồn Mê Kông biến đổi khí hậu và nước biển dâng; phát triển không bền vững, khai thác tài nguyên quá mức dẫn đến suy thoái.",Kinh doanh & Kinh tế,2022-12-02T14:39:40+07:00,Thanh Niên,data/images/article_2328_image.png,clickbait,False,,False,
article_1740,https://vnexpress.net/a-quan-binh-dinh-rot-hang-4904806.html,Á quân Bình Định rớt hạng,"Bình Định: Đội á quân mùa trước rớt xuống hạng Nhất sau khi thua Hà Nội FC 2-4 ở vòng cuối V-League 2024-2025, chiều 22/6.",Thể thao,2025-06-22T19:30:00+07:00,VnExpress,data/images/article_1740_image.png,non-clickbait,True,Bình Định,False,
article_0727,https://www.saostar.vn/vong-quanh-the-gioi/me-an-mot-mon-canh-khi-mang-thai-em-be-sinh-ra-co-dien-mao-ky-la-202506192302579356.html,"Mẹ ăn một món canh khi mang thai, em bé sinh ra có ngoại hình khiến ai cũng đau lòng",Cả hai vợ chồng đặt nghi vấn về một món ăn được người địa phương sử dụng khi mang thai.,Quốc tế,2025-06-20T06:00:00.000+07:00,SaoStar,data/images/article_0727_image.png,clickbait,False,,False,
article_2805,https://tuoitre.vn/pho-diem-thi-lop-10-o-tp-hcm-lo-lang-mon-van-ket-qua-tho-phao-20250623080402604.htm,"Phổ điểm thi lớp 10 ở TP.HCM: Lo lắng môn văn, kết quả thở phào",Trong số 3 môn thi tuyển sinh lớp 10 ở TP.HCM thì kết quả bài thi môn văn không thay đổi nhiều.,Giáo dục & Học đường,2025-06-23T08:12:25+07:00,Tuổi Trẻ,data/images/article_2805_image.png,clickbait,False,,False,
article_2621,https://vietnamnet.vn/luat-su-de-nghi-mien-trach-nhiem-hinh-su-cho-bi-cao-trinh-van-quyet-2413147.html,Luật sư đề nghị miễn trách nhiệm hình sự cho bị cáo Trịnh Văn Quyết,"Ông Trịnh Văn Quyết bị bắt tạm giam từ 29/3/2022, luật sư đề nghị HĐXX cấp phúc thẩm tuyên phạt bị cáo mức hình phạt bằng với thời gian tạm giam ở tội ""Lừa đảo chiếm đoạt tài sản""; miễn trách nhiệm hình sự ở tội ""Thao túng thị trường chứng khoán"".",Chính trị & An ninh,2025-06-19T17:51:00+07:00,VietNamNet,data/images/article_2621_image.png,non-clickbait,False,,False,
article_0527,https://baomoi.com/ukraine-dang-doi-pho-voi-khoang-10-000-quan-nga-tai-vung-kursk-c52571831.epi,Ukraine đang đối phó với khoảng 10.000 quân Nga tại vùng Kursk,"Theo Tổng Tư lệnh các lực lượng vũ trang Ukraine Oleksandr Syrskyi, quân đội Ukraine đang kiểm soát khoảng 90 km² lãnh thổ vùng Kursk. Tuy nhiên, Ukraine cũng thừa nhận rằng Nga đang triển khai khoảng 10.000 binh sĩ tại khu vực biên giới này, tạo nên một cục diện đối đầu căng thẳng ở ngay cửa ngõ phía Bắc.",Quốc tế,2025-06-23T05:27:00.000Z,Báo Mới,data/images/article_0527_image.png,non-clickbait,False,,False,
article_1235,https://thanhnien.vn/sap-bao-nup-hem-doc-la-can-tho-moi-ngay-chi-ban-60-70-to-185250611221915757.htm,Sạp báo núp hẻm 'độc lạ Cần Thơ': Mỗi ngày chỉ bán 60 - 70 tờ,"Trong 50 năm về chung một nhà, vợ chồng ông Trinh và bà Quý có 42 năm cùng nhau duy trì sạp báo nhỏ. Dù có khó khăn, bệnh tật họ vẫn chung thủy với nghề.",Other,2025-06-21T11:00:00+07:00,Thanh Niên,data/images/article_1235_image.png,non-clickbait,False,,False,
article_0819,https://baomoi.com/tuan-nay-bac-bo-tiep-tuc-mua-dong-trung-bo-nang-nong-it-mua-c52572019.epi,"Tuần này Bắc Bộ tiếp tục mưa dông, Trung Bộ nắng nóng, ít mưa","Trung tâm Dự báo Khí tượng thủy văn quốc gia cho biết, tuần này các tỉnh Bắc Bộ tiếp tục có mưa dông nhưng thời gian mưa tập trung vào chiều và tối, trong ngày trời oi bắc và có nắng.",Other,2025-06-23T05:57:00.000Z,Báo Mới,data/images/article_0819_image.png,non-clickbait,False,,False,
article_1987,https://vnexpress.net/hau-truong-hoa-trang-ma-giu-cua-trong-phim-ut-lan-4904715.html,Hậu trường hóa trang 'ma giữ của' trong phim Út Lan,"Êkíp phim kinh dị ""Út Lan: Oán linh giữ của"" mất 6-7 giờ mỗi ngày để gắn từng miếng silicon lên người diễn viên đóng thế cao 1,9 m.",Other,2025-06-22T13:05:00+07:00,VnExpress,data/images/article_1987_image.png,non-clickbait,False,,False,
